issuer_code,fund_name
32966,삼성 KODEX TRF5050증권상장지수투자신탁[주식혼합-재간접]
32967,삼성 KODEX TRF7030증권상장지수투자신탁[주식혼합-재간접]
32975,미래에셋 TIGER 미국달러단기채권액티브증권상장지수투자신탁(채권-파생형)
33191,키움 KOSEF Fn중소형증권상장지수투자신탁[주식]
33250,한국투자 ACE 200 Total Return증권상장지수투자신탁(주식)
33261,한화 PLUS 미국단기회사채(AAA~A)증권상장지수투자신탁(채권)
33262,한화 PLUS 미국장기우량회사채증권상장지수투자신탁(채권)
33293,NH-Amundi HANARO 200 Total Return증권상장지수투자신탁(주식)
33294,NH-Amundi HANARO MSCI Korea Total Return증권상장지수투자신탁(주식)
33394,한화 PLUS KS로우볼가중Total Return증권상장지수투자신탁(주식)
33395,한화 PLUS KS로우사이즈가중Total Return증권상장지수투자신탁(주식)
